"indic","qdesc","sdesc","who_2016","ilab","subst","samb","dontask1","dontask2","dontask3","dontask4","dontask5","dontask6","dontask7","dontask8","doaskif","nnonly","a_nrp","a_pend_6w","a_preg","b_0101","b_0102","b_0103","b_0104","b_0105","b_0106","b_0107","b_0108","b_0109","b_0110","b_0111","b_0112","b_0199","b_0201","b_0202","b_0203","b_0204","b_0205","b_0299","b_0301","b_0302","b_0303","b_0401","b_0402","b_0403","b_0499","b_0501","b_0502","b_0601","b_0602","b_0701","b_0801","b_0901","b_0902","b_0903","b_0904","b_0905","b_0906","b_0907","b_0908","b_0999","b_1001","b_1002","b_1003","b_1004","b_1006","b_1099","b_1101","b_1102","b_1201","b_1202","b_1203","b_1204","b_1205","b_1206","b_1207","b_1208","b_1209","b_1210","b_1299","b_9800","c_cult","c_emer","c_hsys","c_inev","c_know","c_resr"
"i298o","Was the bleeding excessive?","men exc","W610298-o","W610298-o (men exc)","Y","M","i022gY","i022fY","i022eY","","i019aY","","","","i296oY","","D","B","B","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","A","D","C","D","D","D","D","D","D","D","D","D","D","D","D","C","B","D","D","D","C","D","D","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","D","C","C","C","C","C","C"
"i299o","Did her menstrual period stop naturally because of menopause?","men mpse","W610299-o","W610299-o (men mpse)","Y","M","i022gY","i022fY","i022eY","i022dY","i019aY","","","","i296oY","","B","N","N","C","C","C","C","C","C","C","C","C","C","D","E","C","C","D","D","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"i300o","Did she have vaginal bleeding after cessation of menstruation?","men mp bl","W610300-o","W610300-o (men mp bl)","Y","M","i022gY","i022fY","i022eY","i022dY","i019aY","","","","i296oY","","B","N","N","C","C","C","C","C","C","C","C","C","C","D","D","C","C","D","D","C","A+","C","B","C","C","C","C","C","C","C","C","C","C","C","C","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"i301o","Was there excessive vaginal bleeding in the week prior to death?","vb <1w","W610301-o","W610301-o (vb <1w)","Y","M","i022gY","i022fY","i022eY","","i019aY","","","","i296oY","","C","A-","A-","E","D","D+","E","D+","E","E","E","E","E","C","D","D","E","D","E","C-","C-","C-","E","E","E","E","D","E","E","E","E","E","D+","C-","E","C","C","C-","B+","D","C-","C","C","C","N","N","N","N","N","N","N","N","D","E","E","E","E","E","E","E","E","D","E","C-","C","B","C","C","C","C"
"i302o","At the time of death was her period overdue?","men late","W610302-o","W610302-o (men late)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","","i296oY","","C","B","B+","E","D","C","C-","C-","E","E","E","C-","E","E","E","C-","E","C-","E","C-","C-","C-","E","E","C","E","D+","E","C","D","D","E","D+","C","E","A","A","C","D","D+","E","E","E","C-","N","N","N","N","N","N","N","N","D","E","D+","E","E","D","E","E","E","E","D","C-","C","C","C","C","C","C"
"i303a","Had her period been overdue for at least 4 weeks?","men l 4+w","W610303-a","W610303-a (men l 4+w)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","","i302oY","","C","B","A","E","D","C-","D","D+","E","E","E","D+","E","E","E","C-","E","E","E","E","C","D","E","E","C","E","D","E","D+","D","E","E","E","C","E","A","A","C-","C","D+","C-","E","E","C-","N","N","N","N","N","N","N","N","E","E","E","E","E","D","E","E","E","E","E","D+","C","C","C","C","C","C"
"i304o","Did she have a sharp pain in her abdomen shortly before death?","obs pain","W610304-o","W610304-o (obs pain)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","","i297oY","","D","A","A","E","D","C-","D+","E","E","E","E","D+","E","E","E","D","E","D+","E","D","D+","E","E","E","E","E","E","E","D","E","E","E","D","D","E","B","B","D","C-","D","C-","C-","B","D+","N","N","N","N","N","N","N","N","E","E","D","E","E","E","E","E","E","E","E","C-","C","C","C","C","B","C"
"i305o","Was she pregnant (incl. in labour) at the time of death?","pregnant","W610305-o","W610305-o (pregnant)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","","","","E","E","I","N","C-","C","C-","B-","C-","C-","C-","C-","D","C-","D","C","C","C","C","C","C","C","N","C","B","C+","C","B-","C","C-","C-","D","C","C","C","A-","C","A-","A-","A-","C","A-","A-","A-","N","N","N","N","N","N","N","N","C-","C-","C-","C-","C-","C-","C-","C-","C","C-","D","C","C","B","B","D","B","C"
"i306o","Did she die within 6 weeks of delivery, abortion or miscarriage?","d <6w pend","W610306-o","W610306-o (d <6w pend)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i305oY","","","","E","I","E","N","C-","C-","C-","B-","C-","C-","C-","C-","D-","C-","D","C","C","C","C","C","C","C","N","C-","B","C+","C-","B-","C","C-","C-","D","C","C-","C-","N","A","D","A-","B","B","A","B","A-","N","N","N","N","N","N","N","N","C-","C-","C-","C-","C-","C-","C-","C-","C-","C-","D","C","C","B","B","D","B","C"
"i309o","Was she, or had she been, pregnant for less than 6 months when she died?","d <6m pr","W610309-o","W610309-o (d <6m pr)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","","i305oY","","E","I","E","N","D","D","D","D","D","D","C","D","D-","C-","D","C","C","C","C","C","C","C","N","D","D","D","D","D","C","D","D","D","D","D","D","A","A","D","C","N","B","C","N","A-","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","C","C","B","B","D","B","C"
"i310o","Please confirm: When she died, she was NEITHER pregnant NOR had recently been pregnant NOR had recently delivered when she died - is that right?","not preg","W610310-o","W610310-o (not preg)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","","","","I","N","N","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","B","B","B","B","B","B","B","B","B","A-","B","B","B","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","A+","A+","A+","A+","A+","A+","A+","A+","A+","A+","D","B","D","D","D","D","D","D"
"i312o","Did she die during labour or delivery?","d lab","W610312-o","W610312-o (d lab)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","i305oY","","D-","D+","I","N","C-","D","D","C","D","D","D","C","N","E","E","D","D","D","D","D","D","D","N","D","D","B","C","B","C","C","C","D","D","D","C","N","N","A-","A","A+","N","A","A+","C","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","C","C+","A","B","D","D","C"
"i313o","Did she die after delivering a baby?","d aft del","W610313-o","W610313-o (d aft del)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","i306oY","","N","I","N","E","D","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","D","D","E","C","E","E","E","E","E","E","E","E","B","A","D","A","B","A","C","N","N","N","N","N","N","N","N","E","E","E","E","E","E","E","E","E","E","E","E","C+","A","B","D","D","C"
"i314o","Did she die within 24 hours after delivery?","d <24h del","W610314-o","W610314-o (d <24h del)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","i313oY","","D-","I","D","N","C","C","C","C","C","C","C","C","D-","E","E","D","D","D","D","D","D","D","N","D","D","C","C","C","C","C","C","D","D","D","D","A-","A-","B","A+","A","D","A-","A+","B","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","C","C+","A","B","D","D","C"
"i315o","Did she die within 6 weeks of childbirth?","d <6w chb","W610315-o","W610315-o (d <6w chb)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","i313oY","","D-","I","D","N","C","C","C","C","C","C","C","C","D","E","E","D","D","D","D","D","D","D","N","D","D","C","C","C","C","C","C","D","D","D","D","B","B","B","A","A","D","B","A","B","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","C","C","A","B","D","D","C"
"i316o","Did she give birth to a live baby (within 6 weeks of her death)?","live baby","W610316-o","W610316-o (live baby)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","i315oY","","D","A+","D-","N","D","D","D","D","D","D","D","D","D","E","E","C","C","C","C","C","C","D","C","C","C","C","C","C","D","C","C","D","C","C","C","N","N","C","B","D","C","A","D","B","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","C","C+","C","D","D","D","D"
"i317o","Did she die during or after a multiple pregnancy?","mult pr","W610317-o","W610317-o (mult pr)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","","","C","B","B","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","C","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","B-","B-","B","B","A-","B","B","A-","B-","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D+","B","B","D","D","D"
"i318o","Was she breastfeeding the child in the days before death?","br feed","W610318-o","W610318-o (br feed)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","i316oY","","A-","A+","C","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","C","D","D","C","C","C","C","C","C","C","C","C","C","C","C","C","D","D","D","C","D","B","B","D","B","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","D","D","D","D","D"
"i319a","Did she die during or after her first pregnancy?","1st pr","W610319-a","W610319-a (1st pr)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i319bY","","","C","A-","A-","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","C","D","D","C","C","C","C","C","C","C+","C","C","C","C","C","C","B+","A-","B+","B","A","B+","B","C","B","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","D","D","D","C","D"
"i319b","Did she have four or more pregnancies before this one?","4+ pr","W610319-b","W610319-b (4+ pr)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i319aY","","","A-","A-","A-","N","C","C","C","C","C","C","C","C","C","E","E","D","C","C","C","C","C","D","C","C","C","C","C","C","C","C","C","C","C","C","C","B+","B+","A-","B+","B+","B+","B+","A","B-","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","D","D","D","C","C"
"i320o","Had she had any previous Caesarean section?","prev cs","W610320-o","W610320-o (prev cs)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i319aY","","","B","B+","B+","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","C","D","D","C","C","C","C","C","C","C","C","C","C","C","C","C","B","B-","B","B","B+","C","B-","A","B-","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","B","C","D","C","C"
"i321o","During pregnancy, did she suffer from high blood pressure?","pr hypt","W610321-o","W610321-o (pr hypt)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","","","D","B+","B+","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","C","D","D","D","C","C","C","C+","C","C","C","C","C","C","C","C","B-","B-","I","B-","B-","B-","B-","D","D","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","B","C","D","D","D"
"i322o","Did she have foul smelling vaginal discharge during pregnancy or after delivery?","pr disch","W610322-o","W610322-o (pr disch)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","","","C+","B","C+","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","B","D","D","C","C","C","C","C","C","C","C","C","C","C","C","B","A","B","B","B+","A","B","D","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","C","D","C","D","D","D","D"
"i323o","During the last 3 months of pregnancy, did she suffer from convulsions?","pr conv","W610323-o","W610323-o (pr conv)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","","","D","B+","B+","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","C","D","D","D","C","C","C","C","C","C","C","C","C","C","C","N","C+","C+","A","C+","C+","B-","C+","D","D","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","B","D","D","D","D"
"i324o","During the last 3 months of pregnancy did she suffer from blurred vision?","pr bl vis","W610324-o","W610324-o (pr bl vis)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","","","B","B","B+","N","C","C","C","C","C","C","C","C","C","E","E","D","C","C","C","C","C","D","D","C","C","C","C+","C","C","C","C","C","C","C","C+","C-","C-","A","C-","C-","B","B","D","D","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","C","D","D","D","D"
"i325o","Did she have excessive bleeding during pregnancy or shortly after delivery?","pr bleed","W610325-o","W610325-o (pr bleed)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","","","N","A","A","N","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","C","D","D","D","D","D","D","D","C","C","C","I","B","D","A","A","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","C","D","D","D","C","A","B","D","B","C"
"i326o","Was there vaginal bleeding during the first 6 months of pregnancy?","pr bl <6m","W610326-o","W610326-o (pr bl <6m)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","i325oY","","N","B","B","N","D","D","D","D","D","D","D","D","D","D+","D+","D","D","D","D","D","D+","D","D","D","D","D","D","C","D","D","D","D","D","D","D","B","B","C","A+","C","D","A","C","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","C","D","D","D","C","A","B","D","C","C"
"i327o","Was there vaginal bleeding during the last 3 months of pregnancy but before labour started?","pr bl 6+m","W610327-o","W610327-o (pr bl 6+m)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","i325oY","","N","B","B","N","D","D","D","D","D","D","D","D","D","D+","D+","D","D","D","D","D","D","D","D","D","D","D","D","C","D","D","D","D","D","D","D","N","N","C","A+","C","D","A","C","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","D","C","A","B","D","C","C"
"i328o","Did she have excessive bleeding during labour, before delivery?","pr bl lab","W610328-o","W610328-o (pr bl lab)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","i325oY","","N","B","A","N","D","D","D","D","D","D","D","D","D","D+","D+","D","D","D","D","D","D","D","D","D","D","D","D","C","D","D","D","D","D","D","D","N","N","C-","A+","A-","D","A","B","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","D","C","A","B","D","C","C"
"i329o","Did she have excessive bleeding after delivery or abortion?","pr bl ppt","W610329-o","W610329-o (pr bl ppt)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","i325oY","","N","A","N","N","D","D","D","D","D","D","D","D","D","C","C","D","D","D","D","D","D","D","D","D","D","D","D","C","D","D","D","D","D","D","D","N","N","D","A+","C","D","A","B","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","D","C","A","B","D","C","C"
"i330o","Was the placenta completely delivered?","plnta del","W610330-o","W610330-o (plnta del)","N","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","","","N","A-","N","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","C","C","A","B","B","B","B-","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","D","D","B","B","D","D","D"
"i331o","Did she deliver or try to deliver an abnormally positioned baby?","del ab pos","W610331-o","W610331-o (del ab pos)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","","","N","A-","B","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","N","C+","B","A-","B","C+","B","C","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","B","B","D","C","D"
"i332a","Did her labour last longer than 24 hours?","lab 24+h","W610332-a","W610332-a (lab 24+h)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i312oN","","","N","A-","A-","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","D","B-","B","A+","A-","B-","A","D","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","B","C","D","C","C"
"i333o","Did she attempt to terminate the pregnancy?","term att","W610333-o","W610333-o (term att)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i316oY","","","N","B+","B+","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","C+","A+","C+","B","C-","C","C","C","D","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","C","B","B","C","D","D","D"
"i334o","Did she recently have a pregnancy that ended in an abortion (spontaneous or induced)?","abort","W610334-o","W610334-o (abort)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i316oY","","","N","B+","N","N","D","D","D","D","D","D","D","D","D","E","E","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","N","I","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D","D","D","D","D","D","D","D","D","D","B","A","B","D","D","D"
"i335o","Did she die during an abortion?","d in abort","W610335-o","W610335-o (d in abort)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i316oY","","","N","I","B","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","E","N","N","N","N","N","N","N","C","A+","N","D+","N","D","D","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","B","A","B","D","D","D"
"i336o","Did she die within 6 weeks of having an abortion?","d after ab","W610336-o","W610336-o (d after ab)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i316oY","i335oY","","N","I","N","N","D","D","E","E","E","E","E","D","E","D","D","E","E","E","E","E","E","E","E","E","D","E","D","E","D","E","E","E","E","D","E","E","I","D+","D+","D","C-","C-","N","D+","N","N","N","N","N","N","N","N","E","E","E","E","E","E","E","E","E","E","E","E","B","B","B","D","D","D"
"i337a","Did the mother deliver at a health facility or clinic?","del hfac","W610337-a","W610337-a (del hfac)","N","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","","i313oY","","N","A","B","N","C","C","C","C","C","C","C","C","C","C","C","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","N","B+","A-","B+","A","B+","B","A-","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","D","C","D","B","D"
"i337b","Did the mother deliver at home?","del home","W610337-b","W610337-b (del home)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i337cY","","i337aN","","N","A","B","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","N","A-","A","A","A","B+","C","A-","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","B","C","D","D","B","C"
"i337c","Did the mother deliver elsewhere (not at a health facility nor at home)?","del else","W610337-c","W610337-c (del else)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i337bY","","i337aN","","N","A","B","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","N","A-","A","A","A","B+","C","A-","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","B","D","D","D","D"
"i338o","Did she receive professional assistance during the delivery?","del prof","W610338-o","W610338-o (del prof)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","","i313oY","","N","A","B","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","N","B+","A-","A-","B","B+","C","C","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","C","D","D","D","D"
"i340o","Did she have an operation to remove her uterus shortly before death?","hyster","W610340-o","W610340-o (hyster)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","","","","B-","B+","N","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","B","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","B-","C-","B","B-","C+","D","A","D","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","B","D","D","D","D"
"i342o","Was the delivery normal vaginal, without forceps or vacuum?","del norm","W610342-o","W610342-o (del norm)","N","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","i334oY","i313oY","","N","I","N","N","C","C","C","C","C","C","C","C","C","C","C","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","N","D","A-","A-","A-","B","B+","B","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","E","D","B","C","D","D"
"i343o","Was the delivery vaginal, with forceps or vacuum?","del assist","W610343-o","W610343-o (del assist)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","","i334oY","i342oN","","N","B+","N","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","N","B-","B","A-","B+","C+","B-","C","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","C","B","D","D","D"
"i344o","Was the delivery a Caesarean section?","del cs","W610344-o","W610344-o (del cs)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i343oY","i334oY","i342oN","","N","B","N","N","C","C","C","C","C","C","C","C","C","E","E","D","D","D","D","D","D","D","D","C","C","C","C","C","C","C","C","C","C","C","C","N","N","A-","B+","A-","B+","C+","C","C","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","D","B","B","D","D","D"
"i347o","Was her baby born more than one month early?","del >1m ea","W610347-o","W610347-o (del >1m ea)","Y","M","i022gY","i022fY","i022eY","i022bY","i022aY","i019aY","i310oY","i334oY","i306oY","","N","C","N","N","C","C","C","C","C","C","C","C","C","E","E","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","N","N","B","C","D","D","D","D","D","N","N","N","N","N","N","N","N","C","C","C","C","C","C","C","C","C","C","D","C","C","C","C","D","C","C"
"i354o","Was the child part of a multiple  birth?","mult bir","W610354-o","W610354-o (mult bir)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","","","N","N","N","C","C","D","C-","D","D","C-","C-","N","E","N","N","D","N","N","D","D","D","D","N","D","N","D","D","D","D","N","D","D","D","D","D","N","N","N","N","N","N","N","N","N","A","B+","C-","C-","C-","B","A-","B","E","E","E","E","E","D","E","N","D","E","D","E","D","B","D","C","D","D"
"i355a","If the child was part of a multiple birth, was it born first?","mult fir","W610355-a","W610355-a (mult fir)","N","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","i354oY","","N","N","N","N","N","N","N","N","N","E","E","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","B","B","B","B","E","B","A","B","N","N","N","N","N","N","N","N","N","N","N","N","D","B","D","B","D","D"
"i356o","Is the child's mother still alive?","moth aliv","W610356-o","W610356-o (moth aliv)","N","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","","","N","N","N","C","D","B+","B-","C+","C-","C+","E","D+","E","E","E","C","N","N","N","N","N","N","D","B","E","E","E","E","D","N","D","E","N","N","E","N","N","N","N","N","N","N","N","N","D","D","B-","B-","E","C","B+","B+","D","D","D","D","D","D","D","N","D","D","D","D","D","C","D","C","D","D"
"i357o","Did the child's mother die during or shortly after the delivery?","moth d del","W610357-o","W610357-o (moth d del)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","i356oN","","N","N","N","D","E","D","D","D","D","D","E","E","E","E","E","E","N","N","N","N","N","N","D","D","E","E","E","E","E","N","E","E","N","N","N","N","N","N","N","N","N","N","N","N","D","B","D","B+","E","D","B+","B+","E","E","E","E","E","E","E","N","E","E","E","N","D","C","D","B","D","D"
"i358a","Did the child's mother die in the baby's first year of life?","moth d y1","W610358-a","W610358-a (moth d y1)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","i356oN","","N","N","N","D","E","C","D","D","D","D","D","D","E","E","E","D","N","N","N","N","N","N","D","D","E","E","E","E","E","N","E","E","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D","D","E","C","N","N","E","E","E","E","E","D","E","N","E","E","E","N","D","C","C","C","C","C"
"i360a","Was the baby born in a health facility or clinic?","born fac","W610360-a","W610360-a (born home)","N","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","","","N","N","N","N","N","N","C","N","N","C","D","N","N","N","N","E","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","E","C","C","B","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","B","D","C-","C","C","C"
"i360b","Was the baby born at home?","born home","W610360-b","W610360-b (born fac)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","i360cY","i360aY","","i360aN","","N","N","N","N","N","N","D","N","N","D","D","N","N","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","E","D","C","B","D","D","A","A","E","E","E","E","E","E","E","N","E","E","E","E","B","D","D","D","D","D"
"i360c","Was the baby born somewhere else (e.g. on the way to a clinic)?","born on way","W610360-c","W610360-c (born on way)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","i360bY","i360aY","","i360aN","","N","N","N","N","N","N","D","N","N","D","D","N","N","N","N","C","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","E","D","C","B","D","C","A","A","E","E","E","E","E","E","E","N","E","E","E","E","D","C","D","D","D","D"
"i361o","Did the mother receive professional assistance during the delivery?","born prof","W610361-o","W610361-o (born prof)","Y","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","","","","N","N","N","N","N","N","D","N","N","D","D","N","N","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","E","D","D","D","D","N","N","N","N","N","N","N","N","N","C","D","D","D","D","E","B","B","E","E","E","E","E","E","E","N","E","E","E","E","D","D","D","D","D","D"
"i362o","At birth, was the baby of usual size?","bwt norm","W610362-o","W610362-o (bwt norm)","N","M","i022dY","i022eY","i022cY","i022aY","i022bY","","","i114oY","","","N","N","N","D","D","D","D","D","D","C","D","N","E","N","N","D","N","N","N","N","N","N","N","D","N","D","E","D","D","N","D","D","D","D","C","N","N","N","N","N","N","N","N","N","B","C","C","C","D","D","B","B","E","E","E","E","E","D","E","N","D","E","D","E","D","D","C","C","D","C"
